N,P,K,temperature,humidity,ph,rainfall,label
16.32,63.04,15.41,25.89,69.67,6.89,40.3,lentil
9.5,68.1,14.52,24.5,73.61,6.9,51.66,lentil
22.08,60.67,12.63,21.72,63.38,7.1,49.64,lentil
20.28,59.15,21.16,25.39,65.24,7.08,41.98,lentil
12.77,69.83,17.36,26.0,63.13,6.83,47.49,lentil
16.18,66.08,27.78,23.42,64.81,6.92,47.69,lentil
22.7,69.01,16.02,26.6,70.93,6.79,48.21,lentil
22.34,67.91,16.24,21.5,59.42,6.46,36.53,lentil
20.82,63.12,17.3,21.81,61.36,6.98,50.03,lentil
17.47,67.77,19.73,24.75,70.31,7.47,42.15,lentil
18.25,61.83,17.59,24.55,68.88,6.63,43.21,lentil
17.61,74.95,20.84,23.21,63.35,6.67,58.19,lentil
21.38,61.22,16.06,25.96,68.22,6.64,46.51,lentil
15.37,67.02,14.86,25.46,66.16,7.12,43.07,lentil
15.58,62.79,13.61,26.04,70.8,7.03,33.97,lentil
21.03,70.85,12.33,24.28,65.1,6.85,51.95,lentil
17.87,66.34,17.45,25.58,68.9,6.62,38.27,lentil
22.14,65.41,18.1,23.7,75.37,6.93,39.98,lentil
15.99,72.27,17.11,28.2,67.19,6.43,43.34,lentil
17.84,68.15,22.73,23.04,65.0,6.94,52.08,lentil
15.23,70.58,22.68,28.29,67.69,7.16,48.87,lentil
18.02,63.09,18.0,24.56,63.34,6.52,44.21,lentil
13.56,60.98,13.62,22.02,74.35,6.44,46.54,lentil
16.54,68.54,17.3,26.96,65.52,7.37,42.0,lentil
13.69,66.41,17.2,24.73,63.71,6.72,45.7,lentil
20.08,71.13,17.03,26.03,61.46,7.24,45.37,lentil
20.15,67.6,16.91,26.7,69.19,6.85,49.84,lentil
12.81,69.03,17.04,25.11,68.27,6.85,49.84,lentil
22.0,59.88,17.84,23.43,62.81,7.03,47.47,lentil
25.49,77.44,17.09,26.26,67.11,6.63,43.19,lentil
18.14,67.18,19.62,24.5,58.77,6.94,48.71,lentil
16.08,71.49,20.08,25.73,65.54,6.79,44.54,lentil
26.47,63.82,16.27,20.62,66.61,6.5,39.59,lentil
14.04,69.54,22.81,25.3,71.63,7.0,42.98,lentil
18.06,61.49,16.06,23.35,61.72,6.82,45.42,lentil
18.54,70.26,14.15,27.48,59.69,6.85,49.55,lentil
22.04,66.22,20.14,25.62,61.22,6.54,44.08,lentil
19.08,68.15,16.55,24.93,59.45,7.38,38.95,lentil
16.5,71.49,19.96,25.38,70.15,7.16,45.28,lentil
15.15,61.84,11.79,22.7,70.99,7.19,45.57,lentil
16.97,64.58,23.18,27.42,66.08,6.81,45.93,lentil
14.98,70.29,21.02,28.08,69.69,6.38,49.6,lentil
18.14,78.49,14.5,25.21,65.34,7.49,50.09,lentil
16.31,67.31,14.56,27.36,64.42,6.88,42.03,lentil
13.52,70.96,24.02,23.48,63.47,6.68,41.92,lentil
21.77,67.47,16.79,23.07,63.56,7.03,39.8,lentil
16.51,77.71,16.5,24.57,58.61,7.25,48.49,lentil
14.2,59.26,12.2,25.28,65.86,6.89,52.24,lentil
17.5,68.47,17.95,23.79,64.64,7.28,43.42,lentil
18.21,59.87,18.32,25.47,67.78,7.22,43.79,lentil
12.76,55.47,21.15,25.05,65.17,6.58,52.33,lentil
18.99,69.49,14.8,22.7,64.15,6.7,47.53,lentil
14.86,68.7,14.44,25.43,61.32,7.19,47.18,lentil
23.13,66.58,20.35,26.05,65.09,6.09,39.05,lentil
19.57,67.47,22.02,24.81,67.75,6.86,48.39,lentil
16.8,83.49,14.29,26.57,60.23,6.47,40.35,lentil
15.76,66.71,22.24,22.31,65.15,6.76,39.33,lentil
17.69,70.55,19.11,25.34,65.73,6.81,43.27,lentil
19.84,64.75,22.28,22.39,61.93,6.79,42.07,lentil
19.11,18.99,44.91,19.22,93.67,6.02,116.47,pomegranate
14.24,15.56,35.16,21.92,89.66,6.04,107.55,pomegranate
23.84,16.9,41.75,23.63,83.44,5.46,111.22,pomegranate
24.51,19.51,34.52,22.64,85.9,7.07,102.34,pomegranate
12.21,19.56,44.26,21.68,89.35,6.05,103.33,pomegranate
23.91,22.01,38.97,18.4,86.61,6.35,109.88,pomegranate
16.76,17.75,45.07,20.18,88.86,6.04,95.36,pomegranate
23.43,18.92,41.97,22.18,90.2,6.68,103.42,pomegranate
19.73,16.69,35.11,20.23,94.49,6.25,98.4,pomegranate
20.12,18.55,45.7,22.21,89.23,5.88,98.09,pomegranate
19.26,19.32,46.2,23.16,93.32,6.58,85.9,pomegranate
24.85,17.71,43.53,23.73,94.39,5.83,120.39,pomegranate
15.04,12.59,36.95,19.35,94.4,6.07,100.13,pomegranate
22.43,18.99,38.78,26.19,90.95,5.56,118.63,pomegranate
24.41,19.09,40.58,23.33,84.21,5.83,117.69,pomegranate
22.87,15.96,37.19,21.8,91.48,6.47,94.14,pomegranate
29.3,14.15,46.77,23.98,93.25,5.61,96.12,pomegranate
17.88,22.43,40.58,26.53,89.86,5.81,132.61,pomegranate
23.83,19.47,29.19,18.92,95.33,6.4,124.51,pomegranate
19.58,17.31,41.36,21.35,92.68,6.18,106.68,pomegranate
24.93,14.59,38.61,17.04,91.8,7.2,109.57,pomegranate
19.97,15.53,39.7,22.19,93.36,7.13,100.69,pomegranate
18.45,21.91,38.53,22.53,91.1,6.05,111.32,pomegranate
25.22,18.41,43.23,21.72,82.62,6.62,99.83,pomegranate
18.03,16.35,44.48,20.49,88.6,6.7,86.68,pomegranate
14.35,19.53,41.13,17.7,93.69,6.16,93.78,pomegranate
17.93,15.56,38.64,22.55,87.68,5.8,107.21,pomegranate
22.48,22.5,39.83,24.71,89.43,6.4,95.69,pomegranate
25.57,22.06,40.08,20.62,86.97,6.33,106.33,pomegranate
20.44,16.6,36.79,22.68,95.45,6.23,96.25,pomegranate
25.27,16.11,42.32,18.66,95.14,6.58,99.18,pomegranate
14.57,10.15,41.84,22.71,87.45,6.1,115.53,pomegranate
18.23,13.56,46.16,21.01,90.54,5.94,109.47,pomegranate
18.85,13.98,45.02,20.28,88.06,6.44,106.9,pomegranate
19.54,18.41,37.26,20.28,91.94,6.55,115.79,pomegranate
20.34,17.02,43.28,21.01,91.63,5.93,111.81,pomegranate
22.76,13.96,36.2,22.56,92.54,6.77,121.47,pomegranate
18.22,17.16,42.78,19.18,91.1,5.69,102.4,pomegranate
20.56,19.52,37.93,21.01,98.91,6.17,102.7,pomegranate
19.82,19.58,35.91,21.72,87.02,6.3,93.99,pomegranate
16.3,12.3,41.12,19.6,84.97,6.15,102.71,pomegranate
19.55,17.62,29.3,25.39,88.92,6.17,116.65,pomegranate
19.43,13.85,33.0,20.09,85.4,7.15,120.0,pomegranate
19.34,20.71,39.29,20.46,85.62,6.06,116.6,pomegranate
20.13,20.35,40.33,19.84,87.1,7.38,89.06,pomegranate
20.3,15.31,38.52,25.4,87.33,6.57,117.83,pomegranate
18.27,15.7,33.68,22.91,87.24,6.44,88.61,pomegranate
25.09,16.62,36.73,19.93,91.65,6.59,115.98,pomegranate
15.32,11.24,41.56,24.01,88.58,7.41,103.32,pomegranate
17.12,19.01,42.33,22.2,89.56,6.0,114.03,pomegranate
31.12,17.18,39.94,22.31,92.78,5.95,93.68,pomegranate
15.85,20.91,44.63,21.11,87.8,6.1,118.71,pomegranate
14.58,14.7,41.59,20.3,89.31,6.41,92.35,pomegranate
22.94,16.14,37.01,22.48,91.2,5.71,100.32,pomegranate
11.69,13.48,38.88,20.71,84.28,6.41,97.02,pomegranate
19.06,14.99,34.39,25.43,82.95,7.08,89.46,pomegranate
28.58,14.45,39.57,19.26,91.14,6.46,107.95,pomegranate
13.82,20.99,44.45,24.87,91.58,6.28,125.06,pomegranate
12.07,15.91,42.74,21.58,96.29,6.15,133.67,pomegranate
14.0,18.37,45.61,22.4,90.57,6.76,107.97,pomegranate
23.59,16.86,38.79,23.47,92.56,6.07,118.17,pomegranate
24.5,14.19,45.38,20.54,89.51,7.14,109.32,pomegranate
17.95,17.5,39.23,23.53,90.99,7.17,111.99,pomegranate
22.73,19.8,45.89,16.38,95.1,6.5,103.58,pomegranate
25.56,14.38,39.91,20.36,83.73,6.4,108.95,pomegranate
27.15,20.43,42.83,19.95,91.34,6.81,112.37,pomegranate
19.01,15.45,45.9,19.29,96.51,6.84,101.22,pomegranate
10.79,16.55,39.23,21.37,90.95,6.08,106.23,pomegranate
16.72,19.59,40.87,22.57,95.05,6.19,106.42,pomegranate
18.29,16.01,45.16,23.21,88.21,5.87,115.26,pomegranate
18.96,18.11,39.47,22.28,90.0,6.56,96.34,pomegranate
19.25,17.06,34.72,20.47,90.2,6.67,106.48,pomegranate
24.48,18.39,48.57,22.54,83.45,5.86,126.12,pomegranate
25.1,10.86,38.12,22.05,86.6,6.22,118.64,pomegranate
19.31,12.51,40.64,23.67,86.81,5.86,120.49,pomegranate
24.39,19.85,44.62,23.35,92.57,6.04,107.24,pomegranate
21.43,21.11,37.57,21.86,92.72,6.62,110.21,pomegranate
20.26,15.27,35.97,20.01,91.07,6.11,117.02,pomegranate
23.63,17.27,41.01,20.49,92.57,6.28,122.6,pomegranate
20.29,18.88,32.83,20.7,89.61,5.75,87.48,pomegranate
28.23,20.08,38.85,21.17,93.71,6.47,93.85,pomegranate
14.25,11.92,40.98,22.34,90.13,6.38,120.09,pomegranate
17.94,15.34,38.92,23.23,90.27,6.11,104.23,pomegranate
19.49,17.0,33.83,21.7,89.3,6.32,100.28,pomegranate
21.76,20.11,46.38,21.83,92.15,6.47,94.46,pomegranate
25.07,25.5,40.41,22.09,88.84,6.07,101.45,pomegranate
19.9,17.32,45.72,20.77,93.03,5.81,92.98,pomegranate
14.31,13.78,38.96,19.95,86.7,7.12,127.91,pomegranate
23.37,19.21,36.48,18.29,86.8,6.15,106.78,pomegranate
23.02,21.96,41.08,20.41,92.16,6.36,106.42,pomegranate
12.23,18.32,39.14,22.75,89.83,6.8,112.88,pomegranate
19.98,15.28,35.29,20.39,88.74,7.81,116.62,pomegranate
13.64,20.87,45.88,21.32,92.77,5.9,116.46,pomegranate
17.34,19.99,37.51,22.73,88.28,6.58,117.74,pomegranate
16.39,14.92,32.64,22.84,89.5,6.12,100.69,pomegranate
23.24,19.14,45.31,19.64,94.3,6.18,104.02,pomegranate
20.47,20.99,37.98,23.79,94.72,6.11,114.69,pomegranate
14.86,21.55,37.57,24.05,94.82,5.95,101.73,pomegranate
23.52,17.8,32.94,19.54,89.25,6.38,106.95,pomegranate
14.26,16.93,46.96,20.15,93.79,5.81,110.99,pomegranate
107.85,80.68,50.7,25.98,77.88,6.69,103.71,banana
82.22,81.24,50.33,26.27,82.7,6.05,99.91,banana
107.15,82.62,54.07,26.39,79.96,6.3,109.85,banana
97.66,80.21,45.78,27.98,79.66,6.04,96.51,banana
107.07,85.8,41.28,28.21,77.31,5.73,108.06,banana
107.77,79.67,50.78,21.21,87.06,5.1,97.69,banana
116.08,70.39,51.41,29.34,78.9,6.08,96.02,banana
113.53,81.1,57.45,30.17,83.2,5.69,98.63,banana
113.47,67.8,43.65,25.2,72.9,5.68,101.25,banana
114.44,84.12,55.77,25.36,85.12,5.8,104.51,banana
102.91,76.12,61.84,26.4,84.61,6.7,107.35,banana
100.32,82.98,48.11,25.79,80.79,6.96,68.12,banana
108.73,89.88,43.55,27.75,79.49,6.09,96.92,banana
107.32,76.31,47.97,23.41,82.0,5.81,101.08,banana
96.91,88.37,50.07,25.06,89.56,5.53,120.05,banana
104.05,79.4,52.82,30.38,73.35,6.19,94.2,banana
99.65,92.52,47.04,25.44,83.53,6.71,106.63,banana
91.46,79.81,57.78,29.79,76.75,5.9,119.95,banana
112.9,76.96,44.43,28.01,80.32,5.05,91.87,banana
100.55,86.12,41.3,23.68,79.41,6.27,108.94,banana
120.49,79.39,55.53,28.57,78.69,6.39,96.98,banana
83.75,76.95,38.63,27.06,80.36,5.37,99.95,banana
94.43,79.13,48.98,26.39,75.86,6.07,96.97,banana
100.33,81.73,65.59,27.79,84.52,6.18,97.68,banana
111.37,90.05,49.94,28.25,73.22,5.97,132.22,banana
103.99,70.4,44.4,28.72,82.56,5.68,113.44,banana
103.1,82.14,49.71,29.66,79.09,6.41,116.02,banana
88.73,85.75,49.75,28.12,75.72,5.84,109.92,banana
88.43,83.16,50.8,24.55,81.21,5.41,88.94,banana
103.23,89.86,53.31,26.35,74.17,5.18,108.95,banana
86.36,81.55,44.8,33.19,80.56,6.5,115.73,banana
94.68,80.89,58.44,28.75,74.71,6.25,96.47,banana
105.01,85.55,51.23,32.04,82.25,6.04,114.65,banana
90.18,82.6,53.63,30.09,76.7,5.82,112.04,banana
116.05,79.66,46.86,27.78,78.6,5.79,123.52,banana
112.24,85.1,56.43,27.9,81.58,5.57,100.82,banana
84.29,78.08,48.71,27.23,77.31,5.83,94.02,banana
90.68,78.33,51.39,23.82,80.17,5.15,101.38,banana
77.14,78.83,45.33,27.34,74.34,5.71,119.36,banana
92.17,90.12,45.02,29.72,82.92,5.88,86.72,banana
107.66,62.67,53.44,26.1,87.46,6.24,84.32,banana
95.86,84.37,47.78,28.12,91.57,5.98,105.89,banana
104.61,82.21,45.73,29.0,80.76,6.32,100.57,banana
84.78,71.91,46.78,25.48,83.55,6.54,105.08,banana
107.98,83.86,53.49,26.4,73.28,6.42,114.45,banana
94.45,84.85,46.85,25.26,86.41,6.19,99.47,banana
100.12,85.54,49.41,25.66,83.5,6.0,86.27,banana
99.07,66.09,50.08,24.72,78.46,5.61,125.44,banana
87.28,90.2,40.41,25.5,85.35,6.3,95.03,banana
88.47,77.57,42.64,30.14,79.38,6.67,94.41,banana
109.68,86.12,51.68,25.47,78.57,6.14,116.04,banana
103.99,86.45,46.31,27.55,82.3,6.77,101.16,banana
110.5,76.74,55.28,26.29,76.15,5.39,104.37,banana
103.25,85.96,54.83,29.66,84.49,5.54,109.83,banana
101.43,79.69,53.6,29.92,76.18,6.34,115.84,banana
82.74,69.57,59.1,29.03,76.2,6.11,101.67,banana
97.3,89.01,49.58,27.91,76.76,6.53,120.2,banana
99.73,77.35,53.24,26.84,83.44,5.99,83.64,banana
119.53,76.87,47.08,24.92,77.93,5.65,112.6,banana
106.87,79.58,62.26,31.19,75.01,5.91,96.6,banana
115.36,83.63,59.92,25.78,77.98,5.39,118.72,banana
105.98,81.66,50.06,28.63,80.27,5.55,106.42,banana
92.89,85.29,51.93,29.42,75.68,6.39,98.27,banana
101.17,73.96,56.8,26.19,75.79,6.35,111.63,banana
102.36,77.55,49.26,29.38,88.85,6.15,113.93,banana
90.61,81.3,46.72,28.83,76.96,5.31,111.42,banana
96.16,93.39,54.37,30.76,79.11,5.86,94.7,banana
97.94,81.32,50.39,26.36,78.93,5.51,100.16,banana
116.06,88.51,50.91,24.73,78.71,6.47,104.96,banana
79.19,82.23,45.83,26.29,82.89,5.77,104.59,banana
112.06,79.1,41.41,27.72,84.19,5.57,112.5,banana
90.63,80.52,51.18,27.42,79.18,6.01,84.85,banana
86.28,80.99,54.52,26.51,75.45,5.74,108.34,banana
111.8,85.62,48.87,23.48,85.5,6.59,102.1,banana
107.32,90.25,57.18,28.24,80.02,5.71,96.61,banana
112.55,84.16,46.48,31.24,87.32,5.44,97.58,banana
108.01,89.12,44.73,28.23,71.42,5.14,102.85,banana
120.6,76.21,49.66,28.52,81.18,5.99,68.99,banana
105.59,79.51,49.59,28.44,88.07,5.78,97.99,banana
98.44,77.65,53.85,28.09,78.99,5.43,96.24,banana
103.43,83.89,46.13,29.16,79.5,6.48,110.33,banana
112.43,79.85,56.84,28.09,81.58,6.27,96.94,banana
92.21,86.38,59.83,26.67,78.16,5.99,102.85,banana
93.48,76.41,49.8,25.71,79.15,6.55,120.42,banana
96.91,82.26,56.25,26.8,79.05,6.27,114.94,banana
78.95,86.12,44.72,27.93,77.89,5.67,114.02,banana
101.38,69.61,55.38,26.67,85.32,5.58,100.0,banana
81.14,94.73,55.24,27.93,82.24,6.33,110.43,banana
100.53,80.3,54.32,28.18,81.4,6.16,102.66,banana
108.65,69.85,49.92,28.97,83.63,6.07,103.04,banana
95.23,82.95,35.23,29.87,79.34,5.66,109.1,banana
116.77,82.2,46.79,27.46,77.3,6.24,99.03,banana
85.39,81.51,46.87,24.68,77.99,5.7,119.93,banana
111.91,87.95,45.11,26.61,80.41,5.96,103.4,banana
106.75,86.48,50.61,27.39,76.16,6.58,111.18,banana
82.84,83.79,47.91,23.63,78.4,5.74,119.56,banana
127.11,84.7,45.88,30.08,78.34,5.37,115.32,banana
99.36,81.37,44.71,27.58,88.9,5.58,90.91,banana
91.23,92.65,46.42,28.06,69.3,6.4,109.45,banana
85.93,73.12,55.61,30.03,79.68,6.1,113.51,banana
23.57,23.67,24.05,31.13,40.62,4.65,108.08,mango
15.55,24.28,25.5,30.19,47.48,6.17,90.68,mango
17.37,23.82,31.56,30.86,48.28,5.64,88.51,mango
23.98,27.77,25.3,32.63,42.7,5.56,96.25,mango
16.95,26.36,34.45,33.76,45.57,5.68,102.48,mango
18.8,24.78,29.72,32.34,42.28,5.67,102.18,mango
26.3,28.71,30.34,31.4,50.05,5.98,82.18,mango
19.81,33.89,28.89,34.2,53.48,5.33,112.2,mango
17.09,33.56,33.09,30.57,54.63,5.48,89.23,mango
16.49,19.31,33.13,33.26,51.86,5.9,92.61,mango
21.33,29.31,31.34,30.62,46.35,5.99,86.88,mango
14.67,26.29,32.26,32.06,42.47,5.99,119.28,mango
19.01,27.62,29.15,30.97,43.17,5.56,97.18,mango
21.33,25.41,32.17,31.09,45.12,5.51,87.34,mango
25.2,27.47,28.65,30.45,46.64,5.65,102.78,mango
22.67,27.61,30.01,33.89,49.56,5.87,101.92,mango
17.14,24.68,28.9,29.73,46.14,6.25,93.31,mango
24.71,23.41,28.17,29.72,51.56,5.19,102.57,mango
18.8,25.21,27.24,35.44,49.27,5.73,87.57,mango
15.06,27.94,31.87,33.16,50.24,5.4,90.56,mango
19.31,29.4,35.24,26.43,54.76,5.3,76.91,mango
25.75,30.41,34.68,30.07,45.48,6.09,83.08,mango
20.66,25.02,24.97,27.58,51.87,5.96,111.27,mango
20.05,28.14,35.16,29.3,50.14,5.93,109.77,mango
26.55,30.85,28.73,24.92,48.87,6.08,95.59,mango
14.27,31.66,32.4,30.93,53.74,5.66,109.97,mango
14.86,26.76,26.38,28.92,53.72,5.67,93.56,mango
13.54,26.12,30.57,31.32,46.41,6.46,92.81,mango
21.49,27.76,31.25,27.95,49.47,5.73,95.51,mango
20.67,22.4,24.06,31.37,51.32,6.02,93.88,mango
26.17,26.23,32.43,30.37,49.11,5.8,93.06,mango
20.97,29.98,35.38,34.2,52.54,5.25,105.29,mango
18.38,29.57,29.3,34.02,51.32,5.19,96.35,mango
20.01,25.92,35.44,32.77,57.53,5.63,101.41,mango
20.47,27.87,29.24,30.55,44.08,6.12,104.28,mango
13.31,23.7,33.4,35.17,49.71,6.04,98.49,mango
30.84,29.81,21.13,28.09,46.57,6.07,86.27,mango
22.08,26.69,39.68,28.39,52.62,5.5,82.82,mango
20.84,25.9,35.98,31.03,43.73,6.28,96.34,mango
22.46,25.55,28.86,35.71,51.59,5.51,93.46,mango
22.84,26.75,22.11,30.8,47.68,5.86,95.79,mango
19.44,25.21,31.15,30.83,47.26,5.8,94.86,mango
17.48,29.63,24.22,28.32,44.41,5.75,118.25,mango
22.4,25.42,31.78,33.09,48.34,6.2,83.03,mango
21.54,33.37,31.65,33.11,54.54,5.59,77.09,mango
16.76,32.86,26.23,32.78,50.1,5.4,97.99,mango
25.68,23.43,34.48,29.94,52.71,5.81,91.61,mango
21.17,27.28,33.22,29.79,56.86,5.68,97.84,mango
22.92,24.4,33.9,28.61,51.26,6.81,100.25,mango
25.57,25.69,30.04,31.37,47.96,6.0,106.56,mango
20.09,35.01,24.34,29.04,52.07,5.68,81.43,mango
21.27,25.77,33.91,28.85,48.02,5.48,89.99,mango
23.24,28.44,28.92,30.35,48.18,5.24,98.86,mango
17.1,29.17,24.44,30.22,44.12,5.49,101.93,mango
20.22,23.0,35.41,30.12,53.91,5.83,114.74,mango
20.5,23.58,38.4,32.13,48.66,6.23,103.6,mango
16.18,22.18,29.84,31.36,50.93,6.14,94.49,mango
29.27,23.46,38.64,30.62,46.06,5.87,86.99,mango
14.37,15.6,30.37,31.57,51.94,5.7,89.92,mango
14.81,29.18,28.48,29.22,47.15,5.88,89.67,mango
25.26,35.22,27.48,31.41,49.63,5.64,100.9,mango
22.85,27.59,36.55,31.5,53.71,6.32,97.31,mango
15.9,21.33,26.88,28.19,53.36,5.74,83.09,mango
22.43,24.43,32.94,33.19,50.11,5.77,91.08,mango
25.87,25.16,27.76,29.44,43.13,5.14,102.9,mango
19.88,22.93,28.16,31.38,62.17,5.74,98.16,mango
30.4,30.44,34.12,33.53,57.18,6.05,100.12,mango
13.1,30.24,28.48,33.05,53.09,5.48,98.45,mango
22.78,22.38,28.38,31.27,47.19,5.57,109.64,mango
24.67,29.9,34.53,30.48,49.75,6.04,97.12,mango
23.57,33.11,36.39,33.1,48.03,5.36,91.53,mango
19.18,34.61,32.58,32.55,55.26,6.12,86.76,mango
18.84,38.46,27.38,29.96,51.25,5.64,97.25,mango
21.78,23.39,27.96,29.61,47.06,5.68,73.03,mango
23.26,38.3,30.32,27.06,48.32,5.46,93.34,mango
22.41,25.58,31.28,31.51,54.68,5.91,93.15,mango
24.16,24.63,26.05,31.03,56.6,6.54,82.72,mango
15.92,28.31,32.89,33.47,56.31,6.03,86.65,mango
19.09,24.67,30.34,31.92,53.23,5.54,102.29,mango
16.24,28.6,23.14,33.87,49.19,6.14,97.08,mango
18.46,21.72,26.28,29.81,37.23,5.7,95.92,mango
24.06,26.04,27.98,33.48,51.39,6.21,97.76,mango
20.43,32.14,29.71,30.14,50.19,6.04,95.83,mango
30.43,26.77,37.56,32.76,50.76,4.92,106.19,mango
20.77,27.57,30.95,28.28,50.42,5.5,96.11,mango
20.24,28.9,26.64,31.67,44.89,6.08,81.88,mango
20.42,31.68,30.88,27.23,52.43,5.85,109.67,mango
17.45,20.38,28.59,30.67,52.73,5.49,98.33,mango
19.77,29.34,31.3,32.08,52.93,5.61,89.7,mango
24.51,25.93,32.32,30.16,53.99,5.23,83.72,mango
20.46,27.67,34.84,29.1,52.62,5.77,98.56,mango
16.83,31.24,29.9,32.89,48.56,6.46,93.95,mango
16.3,22.22,36.56,30.99,49.92,6.04,109.17,mango
18.2,22.95,33.63,30.22,50.56,6.46,91.89,mango
20.3,19.26,27.17,31.28,50.63,6.06,87.46,mango
24.77,24.8,38.84,36.47,54.19,6.11,103.06,mango
14.64,32.32,31.31,33.51,52.77,6.39,103.33,mango
18.72,26.52,26.66,33.53,58.51,5.91,96.52,mango
20.58,21.64,36.61,32.07,59.03,5.74,101.09,mango
12.67,25.06,38.31,31.53,50.52,6.11,94.66,mango
23.94,145.0,196.16,26.98,79.45,5.97,75.36,grapes
27.66,130.39,192.38,22.62,78.44,6.06,77.51,grapes
25.5,145.0,205.0,20.91,83.39,5.71,73.49,grapes
22.32,131.89,204.19,25.08,83.81,6.05,56.4,grapes
28.41,123.02,205.0,27.29,83.1,5.87,68.91,grapes
13.54,131.55,205.0,25.13,75.86,5.77,61.91,grapes
31.21,142.39,185.79,24.21,79.3,6.22,68.58,grapes
16.18,127.29,205.0,24.62,81.81,5.54,76.86,grapes
20.49,129.2,174.91,26.63,83.36,6.17,72.14,grapes
22.84,138.75,192.31,22.05,84.2,6.21,78.04,grapes
22.41,134.02,195.41,23.58,82.33,5.74,72.39,grapes
27.03,138.68,205.0,22.89,82.89,5.75,60.91,grapes
18.77,135.9,202.19,21.46,82.15,5.93,52.35,grapes
24.04,137.84,198.33,23.14,83.96,6.08,71.04,grapes
20.69,130.54,199.88,26.02,82.84,5.95,68.5,grapes
24.18,135.85,190.22,24.93,82.1,6.13,63.16,grapes
22.74,126.58,185.03,25.09,81.09,6.53,58.1,grapes
23.37,144.31,205.0,24.09,82.14,5.85,64.86,grapes
20.8,128.93,205.0,24.85,83.35,5.49,68.64,grapes
20.96,143.03,205.0,22.2,82.7,6.25,74.66,grapes
24.15,132.13,192.1,23.18,83.04,6.5,71.32,grapes
26.77,135.62,205.0,24.18,85.93,6.12,81.26,grapes
20.61,130.04,197.16,24.36,82.7,5.67,62.75,grapes
19.52,125.87,205.0,24.44,79.95,5.96,76.17,grapes
25.45,120.04,205.0,23.52,84.55,5.66,70.33,grapes
22.87,125.56,202.11,23.05,77.8,6.19,74.86,grapes
26.32,131.41,196.6,30.12,78.66,5.59,66.94,grapes
19.38,135.7,205.0,25.61,82.91,5.91,77.5,grapes
15.88,142.08,205.0,24.63,83.45,5.7,72.07,grapes
20.87,130.43,193.16,23.33,78.16,6.04,65.24,grapes
19.93,126.94,186.72,22.9,80.75,5.89,69.92,grapes
22.68,122.46,197.11,23.54,80.08,6.05,68.32,grapes
20.45,137.84,205.0,24.39,80.44,6.01,73.42,grapes
25.96,145.0,205.0,20.04,84.73,5.7,61.74,grapes
21.85,144.13,188.88,20.66,84.02,6.19,69.79,grapes
23.6,139.68,188.32,22.53,81.84,5.99,72.77,grapes
23.63,139.11,205.0,24.21,80.26,5.7,70.23,grapes
23.78,145.0,188.64,23.32,77.85,6.67,79.43,grapes
22.9,136.66,205.0,26.76,86.16,6.14,75.42,grapes
25.04,139.17,193.84,20.84,83.68,5.95,69.95,grapes
19.82,131.43,205.0,22.3,79.78,6.42,71.52,grapes
28.6,123.1,192.3,26.84,84.06,6.55,72.07,grapes
22.05,128.53,205.0,24.06,81.69,5.96,72.82,grapes
17.75,133.93,201.85,25.57,81.04,6.1,57.22,grapes
23.75,134.49,202.52,27.9,83.21,5.7,67.89,grapes
19.6,145.0,180.3,22.41,79.68,5.96,59.61,grapes
25.66,134.65,177.97,23.6,80.87,5.94,78.95,grapes
31.84,143.43,197.79,23.26,82.26,6.06,69.57,grapes
19.85,130.52,202.47,19.89,80.4,6.1,68.65,grapes
24.33,131.51,188.75,23.18,83.91,6.17,76.28,grapes
15.98,123.37,189.11,25.56,87.51,6.07,72.96,grapes
24.82,128.06,205.0,24.88,79.64,5.64,62.1,grapes
19.46,138.22,205.0,25.04,76.9,5.72,69.5,grapes
20.5,134.06,198.62,23.05,75.89,5.84,67.65,grapes
18.59,141.54,205.0,22.49,81.45,5.92,57.79,grapes
25.93,135.45,188.26,26.34,79.91,6.32,65.17,grapes
27.03,131.18,196.44,22.81,82.52,5.65,68.72,grapes
23.09,145.0,205.0,24.39,82.3,5.89,69.2,grapes
19.54,133.25,200.68,24.13,77.09,6.29,59.62,grapes
29.36,143.3,201.26,26.72,76.46,5.91,78.06,grapes
20.0,130.79,205.0,25.74,82.79,6.14,69.29,grapes
14.35,139.68,186.01,21.21,82.31,5.96,70.26,grapes
24.83,141.42,205.0,21.42,80.62,6.08,72.8,grapes
18.58,135.67,205.0,24.96,76.93,5.93,64.48,grapes
26.95,115.16,196.75,23.67,83.31,6.2,73.19,grapes
21.48,134.15,205.0,22.89,85.72,5.54,67.43,grapes
25.41,143.84,190.18,25.83,82.73,5.89,63.72,grapes
28.61,138.22,193.13,24.17,79.36,6.09,74.01,grapes
18.16,137.57,203.85,23.9,82.03,6.16,80.44,grapes
20.74,120.22,205.0,25.36,77.8,6.45,75.07,grapes
22.7,128.24,205.0,23.05,85.07,5.88,76.46,grapes
29.15,137.29,205.0,26.94,82.15,6.44,66.36,grapes
20.37,137.28,199.33,22.22,76.6,5.8,58.82,grapes
20.62,143.72,205.0,25.11,81.0,6.4,80.43,grapes
24.91,132.84,196.58,26.67,83.29,6.25,84.38,grapes
20.69,137.25,205.0,21.05,80.9,5.73,80.8,grapes
23.61,134.13,202.07,23.11,81.07,6.09,67.65,grapes
